Country,Indicator,Year,Inflation_Rate,ID
Algeria,Annual average inflation (consumer prices) rate,2021,7.2,Algeria_2021
Andorra,Annual average inflation (consumer prices) rate,2021,1.7,Andorra_2021
Angola,Annual average inflation (consumer prices) rate,2021,25.8,Angola_2021
Antigua and Barbuda,Annual average inflation (consumer prices) rate,2021,1.6,Antigua and Barbuda_2021
Argentina,Annual average inflation (consumer prices) rate,2021,48.4,Argentina_2021
Armenia,Annual average inflation (consumer prices) rate,2021,7.2,Armenia_2021
Aruba,Annual average inflation (consumer prices) rate,2021,0.7,Aruba_2021
Australia,Annual average inflation (consumer prices) rate,2021,2.8,Australia_2021
Austria,Annual average inflation (consumer prices) rate,2021,2.8,Austria_2021
Azerbaijan,Annual average inflation (consumer prices) rate,2021,6.7,Azerbaijan_2021
"Bahamas, The",Annual average inflation (consumer prices) rate,2021,2.9,"Bahamas, The_2021"
Bahrain,Annual average inflation (consumer prices) rate,2021,-0.6,Bahrain_2021
Bangladesh,Annual average inflation (consumer prices) rate,2021,5.6,Bangladesh_2021
Barbados,Annual average inflation (consumer prices) rate,2021,1.5,Barbados_2021
Belarus,Annual average inflation (consumer prices) rate,2021,9.5,Belarus_2021
Belgium,Annual average inflation (consumer prices) rate,2021,3.2,Belgium_2021
Belize,Annual average inflation (consumer prices) rate,2021,3.2,Belize_2021
Benin,Annual average inflation (consumer prices) rate,2021,1.7,Benin_2021
Bhutan,Annual average inflation (consumer prices) rate,2021,8.2,Bhutan_2021
Bolivia,Annual average inflation (consumer prices) rate,2021,0.7,Bolivia_2021
Bosnia and Herzegovina,Annual average inflation (consumer prices) rate,2021,2.0,Bosnia and Herzegovina_2021
Botswana,Annual average inflation (consumer prices) rate,2021,6.7,Botswana_2021
Brazil,Annual average inflation (consumer prices) rate,2021,8.3,Brazil_2021
Brunei Darussalam,Annual average inflation (consumer prices) rate,2021,1.7,Brunei Darussalam_2021
Bulgaria,Annual average inflation (consumer prices) rate,2021,2.8,Bulgaria_2021
Burkina Faso,Annual average inflation (consumer prices) rate,2021,3.9,Burkina Faso_2021
Burundi,Annual average inflation (consumer prices) rate,2021,8.3,Burundi_2021
Cabo Verde,Annual average inflation (consumer prices) rate,2021,1.9,Cabo Verde_2021
Cambodia,Annual average inflation (consumer prices) rate,2021,2.9,Cambodia_2021
Cameroon,Annual average inflation (consumer prices) rate,2021,2.3,Cameroon_2021
Canada,Annual average inflation (consumer prices) rate,2021,3.4,Canada_2021
Central African Republic,Annual average inflation (consumer prices) rate,2021,4.3,Central African Republic_2021
Chad,Annual average inflation (consumer prices) rate,2021,-0.8,Chad_2021
Chile,Annual average inflation (consumer prices) rate,2021,4.5,Chile_2021
"China, People's Republic of",Annual average inflation (consumer prices) rate,2021,0.9,"China, People's Republic of_2021"
Colombia,Annual average inflation (consumer prices) rate,2021,3.5,Colombia_2021
Comoros,Annual average inflation (consumer prices) rate,2021,0.0,Comoros_2021
"Congo, Dem. Rep. of the",Annual average inflation (consumer prices) rate,2021,9.0,"Congo, Dem. Rep. of the_2021"
"Congo, Republic of ",Annual average inflation (consumer prices) rate,2021,2.0,"Congo, Republic of _2021"
Costa Rica,Annual average inflation (consumer prices) rate,2021,1.7,Costa Rica_2021
Croatia,Annual average inflation (consumer prices) rate,2021,2.7,Croatia_2021
Cyprus,Annual average inflation (consumer prices) rate,2021,2.2,Cyprus_2021
Czech Republic,Annual average inflation (consumer prices) rate,2021,3.8,Czech Republic_2021
Côte d'Ivoire,Annual average inflation (consumer prices) rate,2021,4.2,Côte d'Ivoire_2021
Denmark,Annual average inflation (consumer prices) rate,2021,1.9,Denmark_2021
Djibouti,Annual average inflation (consumer prices) rate,2021,1.2,Djibouti_2021
Dominica,Annual average inflation (consumer prices) rate,2021,1.6,Dominica_2021
Dominican Republic,Annual average inflation (consumer prices) rate,2021,8.2,Dominican Republic_2021
Ecuador,Annual average inflation (consumer prices) rate,2021,0.1,Ecuador_2021
Egypt,Annual average inflation (consumer prices) rate,2021,4.5,Egypt_2021
El Salvador,Annual average inflation (consumer prices) rate,2021,3.5,El Salvador_2021
Equatorial Guinea,Annual average inflation (consumer prices) rate,2021,-0.1,Equatorial Guinea_2021
Eritrea,Annual average inflation (consumer prices) rate,2021,,Eritrea_2021
Estonia,Annual average inflation (consumer prices) rate,2021,4.5,Estonia_2021
Eswatini,Annual average inflation (consumer prices) rate,2021,3.7,Eswatini_2021
Ethiopia,Annual average inflation (consumer prices) rate,2021,26.8,Ethiopia_2021
Fiji,Annual average inflation (consumer prices) rate,2021,0.2,Fiji_2021
Finland,Annual average inflation (consumer prices) rate,2021,2.1,Finland_2021
France,Annual average inflation (consumer prices) rate,2021,2.1,France_2021
Gabon,Annual average inflation (consumer prices) rate,2021,1.1,Gabon_2021
"Gambia, The",Annual average inflation (consumer prices) rate,2021,7.4,"Gambia, The_2021"
Georgia,Annual average inflation (consumer prices) rate,2021,9.6,Georgia_2021
Germany,Annual average inflation (consumer prices) rate,2021,3.2,Germany_2021
Ghana,Annual average inflation (consumer prices) rate,2021,10.0,Ghana_2021
Greece,Annual average inflation (consumer prices) rate,2021,0.6,Greece_2021
Grenada,Annual average inflation (consumer prices) rate,2021,1.2,Grenada_2021
Guatemala,Annual average inflation (consumer prices) rate,2021,4.3,Guatemala_2021
Guinea,Annual average inflation (consumer prices) rate,2021,12.6,Guinea_2021
Guinea-Bissau,Annual average inflation (consumer prices) rate,2021,3.3,Guinea-Bissau_2021
Guyana,Annual average inflation (consumer prices) rate,2021,3.3,Guyana_2021
Haiti,Annual average inflation (consumer prices) rate,2021,15.9,Haiti_2021
Honduras,Annual average inflation (consumer prices) rate,2021,4.5,Honduras_2021
Hong Kong SAR,Annual average inflation (consumer prices) rate,2021,1.6,Hong Kong SAR_2021
Hungary,Annual average inflation (consumer prices) rate,2021,5.1,Hungary_2021
Iceland,Annual average inflation (consumer prices) rate,2021,4.5,Iceland_2021
India,Annual average inflation (consumer prices) rate,2021,5.5,India_2021
Indonesia,Annual average inflation (consumer prices) rate,2021,1.6,Indonesia_2021
Iran,Annual average inflation (consumer prices) rate,2021,40.2,Iran_2021
Iraq,Annual average inflation (consumer prices) rate,2021,6.0,Iraq_2021
Ireland,Annual average inflation (consumer prices) rate,2021,2.4,Ireland_2021
Israel,Annual average inflation (consumer prices) rate,2021,1.5,Israel_2021
Italy,Annual average inflation (consumer prices) rate,2021,1.9,Italy_2021
Jamaica,Annual average inflation (consumer prices) rate,2021,5.9,Jamaica_2021
Japan,Annual average inflation (consumer prices) rate,2021,-0.2,Japan_2021
Jordan,Annual average inflation (consumer prices) rate,2021,1.3,Jordan_2021
Kazakhstan,Annual average inflation (consumer prices) rate,2021,8.0,Kazakhstan_2021
Kenya,Annual average inflation (consumer prices) rate,2021,6.1,Kenya_2021
Kiribati,Annual average inflation (consumer prices) rate,2021,2.1,Kiribati_2021
"Korea, Republic of",Annual average inflation (consumer prices) rate,2021,2.5,"Korea, Republic of_2021"
Kosovo,Annual average inflation (consumer prices) rate,2021,3.3,Kosovo_2021
Kuwait,Annual average inflation (consumer prices) rate,2021,3.4,Kuwait_2021
Kyrgyz Republic,Annual average inflation (consumer prices) rate,2021,11.9,Kyrgyz Republic_2021
Lao P.D.R.,Annual average inflation (consumer prices) rate,2021,3.8,Lao P.D.R._2021
Latvia,Annual average inflation (consumer prices) rate,2021,3.2,Latvia_2021
Lebanon,Annual average inflation (consumer prices) rate,2021,154.8,Lebanon_2021
Lesotho,Annual average inflation (consumer prices) rate,2021,6.0,Lesotho_2021
Liberia,Annual average inflation (consumer prices) rate,2021,7.8,Liberia_2021
Libya,Annual average inflation (consumer prices) rate,2021,2.9,Libya_2021
Lithuania,Annual average inflation (consumer prices) rate,2021,4.6,Lithuania_2021
Luxembourg,Annual average inflation (consumer prices) rate,2021,3.5,Luxembourg_2021
Macao SAR,Annual average inflation (consumer prices) rate,2021,0.0,Macao SAR_2021
Madagascar,Annual average inflation (consumer prices) rate,2021,5.8,Madagascar_2021
Malawi,Annual average inflation (consumer prices) rate,2021,9.3,Malawi_2021
Malaysia,Annual average inflation (consumer prices) rate,2021,2.5,Malaysia_2021
Maldives,Annual average inflation (consumer prices) rate,2021,0.2,Maldives_2021
Mali,Annual average inflation (consumer prices) rate,2021,3.8,Mali_2021
Malta,Annual average inflation (consumer prices) rate,2021,0.7,Malta_2021
Marshall Islands,Annual average inflation (consumer prices) rate,2021,2.2,Marshall Islands_2021
Mauritania,Annual average inflation (consumer prices) rate,2021,3.6,Mauritania_2021
Mauritius,Annual average inflation (consumer prices) rate,2021,4.0,Mauritius_2021
Mexico,Annual average inflation (consumer prices) rate,2021,5.7,Mexico_2021
"Micronesia, Fed. States of",Annual average inflation (consumer prices) rate,2021,1.8,"Micronesia, Fed. States of_2021"
Moldova,Annual average inflation (consumer prices) rate,2021,5.1,Moldova_2021
Mongolia,Annual average inflation (consumer prices) rate,2021,7.4,Mongolia_2021
Montenegro,Annual average inflation (consumer prices) rate,2021,2.4,Montenegro_2021
Morocco,Annual average inflation (consumer prices) rate,2021,1.4,Morocco_2021
Mozambique,Annual average inflation (consumer prices) rate,2021,5.7,Mozambique_2021
Myanmar,Annual average inflation (consumer prices) rate,2021,3.6,Myanmar_2021
Namibia,Annual average inflation (consumer prices) rate,2021,3.6,Namibia_2021
Nauru,Annual average inflation (consumer prices) rate,2021,2.0,Nauru_2021
Nepal,Annual average inflation (consumer prices) rate,2021,3.6,Nepal_2021
Netherlands,Annual average inflation (consumer prices) rate,2021,2.8,Netherlands_2021
New Zealand,Annual average inflation (consumer prices) rate,2021,3.9,New Zealand_2021
Nicaragua,Annual average inflation (consumer prices) rate,2021,4.9,Nicaragua_2021
Niger,Annual average inflation (consumer prices) rate,2021,3.8,Niger_2021
Nigeria,Annual average inflation (consumer prices) rate,2021,17.0,Nigeria_2021
North Macedonia ,Annual average inflation (consumer prices) rate,2021,3.2,North Macedonia _2021
Norway,Annual average inflation (consumer prices) rate,2021,3.5,Norway_2021
Oman,Annual average inflation (consumer prices) rate,2021,1.5,Oman_2021
Pakistan,Annual average inflation (consumer prices) rate,2021,8.9,Pakistan_2021
Palau,Annual average inflation (consumer prices) rate,2021,-0.5,Palau_2021
Panama,Annual average inflation (consumer prices) rate,2021,1.6,Panama_2021
Papua New Guinea,Annual average inflation (consumer prices) rate,2021,4.5,Papua New Guinea_2021
Paraguay,Annual average inflation (consumer prices) rate,2021,4.8,Paraguay_2021
Peru,Annual average inflation (consumer prices) rate,2021,4.0,Peru_2021
Philippines,Annual average inflation (consumer prices) rate,2021,3.9,Philippines_2021
Poland,Annual average inflation (consumer prices) rate,2021,5.1,Poland_2021
Portugal,Annual average inflation (consumer prices) rate,2021,0.9,Portugal_2021
Puerto Rico,Annual average inflation (consumer prices) rate,2021,2.4,Puerto Rico_2021
Qatar,Annual average inflation (consumer prices) rate,2021,2.3,Qatar_2021
Romania,Annual average inflation (consumer prices) rate,2021,5.0,Romania_2021
Russian Federation,Annual average inflation (consumer prices) rate,2021,6.7,Russian Federation_2021
Rwanda,Annual average inflation (consumer prices) rate,2021,0.8,Rwanda_2021
Saint Kitts and Nevis,Annual average inflation (consumer prices) rate,2021,1.2,Saint Kitts and Nevis_2021
Saint Lucia,Annual average inflation (consumer prices) rate,2021,2.4,Saint Lucia_2021
Saint Vincent and the Grenadines,Annual average inflation (consumer prices) rate,2021,1.6,Saint Vincent and the Grenadines_2021
Samoa,Annual average inflation (consumer prices) rate,2021,-3.0,Samoa_2021
San Marino,Annual average inflation (consumer prices) rate,2021,2.1,San Marino_2021
Saudi Arabia,Annual average inflation (consumer prices) rate,2021,3.1,Saudi Arabia_2021
Senegal,Annual average inflation (consumer prices) rate,2021,2.2,Senegal_2021
Serbia,Annual average inflation (consumer prices) rate,2021,4.1,Serbia_2021
Seychelles,Annual average inflation (consumer prices) rate,2021,9.8,Seychelles_2021
Sierra Leone,Annual average inflation (consumer prices) rate,2021,11.9,Sierra Leone_2021
Singapore,Annual average inflation (consumer prices) rate,2021,2.3,Singapore_2021
Slovak Republic,Annual average inflation (consumer prices) rate,2021,2.8,Slovak Republic_2021
Slovenia,Annual average inflation (consumer prices) rate,2021,1.9,Slovenia_2021
Solomon Islands,Annual average inflation (consumer prices) rate,2021,-0.1,Solomon Islands_2021
Somalia,Annual average inflation (consumer prices) rate,2021,4.6,Somalia_2021
South Africa,Annual average inflation (consumer prices) rate,2021,4.6,South Africa_2021
"South Sudan, Republic of",Annual average inflation (consumer prices) rate,2021,30.2,"South Sudan, Republic of_2021"
Spain,Annual average inflation (consumer prices) rate,2021,3.0,Spain_2021
Sri Lanka,Annual average inflation (consumer prices) rate,2021,6.0,Sri Lanka_2021
Sudan,Annual average inflation (consumer prices) rate,2021,359.1,Sudan_2021
Suriname,Annual average inflation (consumer prices) rate,2021,59.1,Suriname_2021
Sweden,Annual average inflation (consumer prices) rate,2021,2.7,Sweden_2021
Switzerland,Annual average inflation (consumer prices) rate,2021,0.6,Switzerland_2021
Syria,Annual average inflation (consumer prices) rate,2021,,Syria_2021
São Tomé and Príncipe,Annual average inflation (consumer prices) rate,2021,8.1,São Tomé and Príncipe_2021
Taiwan Province of China,Annual average inflation (consumer prices) rate,2021,2.0,Taiwan Province of China_2021
Tajikistan,Annual average inflation (consumer prices) rate,2021,9.0,Tajikistan_2021
Tanzania,Annual average inflation (consumer prices) rate,2021,3.7,Tanzania_2021
Thailand,Annual average inflation (consumer prices) rate,2021,1.2,Thailand_2021
Timor-Leste,Annual average inflation (consumer prices) rate,2021,3.8,Timor-Leste_2021
Togo,Annual average inflation (consumer prices) rate,2021,4.5,Togo_2021
Tonga,Annual average inflation (consumer prices) rate,2021,1.4,Tonga_2021
Trinidad and Tobago,Annual average inflation (consumer prices) rate,2021,2.1,Trinidad and Tobago_2021
Tunisia,Annual average inflation (consumer prices) rate,2021,5.7,Tunisia_2021
Turkmenistan,Annual average inflation (consumer prices) rate,2021,19.5,Turkmenistan_2021
Tuvalu,Annual average inflation (consumer prices) rate,2021,6.2,Tuvalu_2021
"Türkiye, Republic of",Annual average inflation (consumer prices) rate,2021,19.6,"Türkiye, Republic of_2021"
Uganda,Annual average inflation (consumer prices) rate,2021,2.2,Uganda_2021
Ukraine,Annual average inflation (consumer prices) rate,2021,9.4,Ukraine_2021
United Arab Emirates,Annual average inflation (consumer prices) rate,2021,-0.1,United Arab Emirates_2021
United Kingdom,Annual average inflation (consumer prices) rate,2021,2.6,United Kingdom_2021
United States,Annual average inflation (consumer prices) rate,2021,4.7,United States_2021
Uruguay,Annual average inflation (consumer prices) rate,2021,7.7,Uruguay_2021
Uzbekistan,Annual average inflation (consumer prices) rate,2021,10.8,Uzbekistan_2021
Vanuatu,Annual average inflation (consumer prices) rate,2021,2.3,Vanuatu_2021
Venezuela,Annual average inflation (consumer prices) rate,2021,1588.5,Venezuela_2021
Vietnam,Annual average inflation (consumer prices) rate,2021,1.8,Vietnam_2021
West Bank and Gaza,Annual average inflation (consumer prices) rate,2021,1.2,West Bank and Gaza_2021
Yemen,Annual average inflation (consumer prices) rate,2021,31.5,Yemen_2021
Zambia,Annual average inflation (consumer prices) rate,2021,22.0,Zambia_2021
Zimbabwe,Annual average inflation (consumer prices) rate,2021,98.5,Zimbabwe_2021
Afghanistan,Annual average inflation (consumer prices) rate,2022,13.71,Afghanistan_2022
Albania,Annual average inflation (consumer prices) rate,2022,6.7,Albania_2022
Algeria,Annual average inflation (consumer prices) rate,2022,9.3,Algeria_2022
Andorra,Annual average inflation (consumer prices) rate,2022,6.2,Andorra_2022
Angola,Annual average inflation (consumer prices) rate,2022,21.4,Angola_2022
Antigua and Barbuda,Annual average inflation (consumer prices) rate,2022,7.5,Antigua and Barbuda_2022
Argentina,Annual average inflation (consumer prices) rate,2022,72.4,Argentina_2022
Armenia,Annual average inflation (consumer prices) rate,2022,8.6,Armenia_2022
Aruba,Annual average inflation (consumer prices) rate,2022,5.5,Aruba_2022
Australia,Annual average inflation (consumer prices) rate,2022,6.6,Australia_2022
Austria,Annual average inflation (consumer prices) rate,2022,8.6,Austria_2022
Azerbaijan,Annual average inflation (consumer prices) rate,2022,13.9,Azerbaijan_2022
"Bahamas, The",Annual average inflation (consumer prices) rate,2022,5.6,"Bahamas, The_2022"
Bahrain,Annual average inflation (consumer prices) rate,2022,3.6,Bahrain_2022
Bangladesh,Annual average inflation (consumer prices) rate,2022,6.1,Bangladesh_2022
Barbados,Annual average inflation (consumer prices) rate,2022,5.0,Barbados_2022
Belarus,Annual average inflation (consumer prices) rate,2022,15.2,Belarus_2022
Belgium,Annual average inflation (consumer prices) rate,2022,10.3,Belgium_2022
Belize,Annual average inflation (consumer prices) rate,2022,6.3,Belize_2022
Benin,Annual average inflation (consumer prices) rate,2022,1.4,Benin_2022
Bhutan,Annual average inflation (consumer prices) rate,2022,5.9,Bhutan_2022
Bolivia,Annual average inflation (consumer prices) rate,2022,1.7,Bolivia_2022
Bosnia and Herzegovina,Annual average inflation (consumer prices) rate,2022,14.0,Bosnia and Herzegovina_2022
Botswana,Annual average inflation (consumer prices) rate,2022,12.2,Botswana_2022
Brazil,Annual average inflation (consumer prices) rate,2022,9.3,Brazil_2022
Brunei Darussalam,Annual average inflation (consumer prices) rate,2022,3.7,Brunei Darussalam_2022
Bulgaria,Annual average inflation (consumer prices) rate,2022,13.0,Bulgaria_2022
Burkina Faso,Annual average inflation (consumer prices) rate,2022,14.1,Burkina Faso_2022
Burundi,Annual average inflation (consumer prices) rate,2022,18.9,Burundi_2022
Cabo Verde,Annual average inflation (consumer prices) rate,2022,7.9,Cabo Verde_2022
Cambodia,Annual average inflation (consumer prices) rate,2022,5.3,Cambodia_2022
Cameroon,Annual average inflation (consumer prices) rate,2022,6.3,Cameroon_2022
Canada,Annual average inflation (consumer prices) rate,2022,6.8,Canada_2022
Central African Republic,Annual average inflation (consumer prices) rate,2022,5.8,Central African Republic_2022
Chad,Annual average inflation (consumer prices) rate,2022,5.8,Chad_2022
Chile,Annual average inflation (consumer prices) rate,2022,11.6,Chile_2022
"China, People's Republic of",Annual average inflation (consumer prices) rate,2022,1.9,"China, People's Republic of_2022"
Colombia,Annual average inflation (consumer prices) rate,2022,10.2,Colombia_2022
Comoros,Annual average inflation (consumer prices) rate,2022,12.4,Comoros_2022
"Congo, Dem. Rep. of the",Annual average inflation (consumer prices) rate,2022,9.3,"Congo, Dem. Rep. of the_2022"
"Congo, Republic of ",Annual average inflation (consumer prices) rate,2022,3.0,"Congo, Republic of _2022"
Costa Rica,Annual average inflation (consumer prices) rate,2022,8.3,Costa Rica_2022
Croatia,Annual average inflation (consumer prices) rate,2022,10.7,Croatia_2022
Cyprus,Annual average inflation (consumer prices) rate,2022,8.1,Cyprus_2022
Czech Republic,Annual average inflation (consumer prices) rate,2022,15.1,Czech Republic_2022
Côte d'Ivoire,Annual average inflation (consumer prices) rate,2022,5.2,Côte d'Ivoire_2022
Denmark,Annual average inflation (consumer prices) rate,2022,8.5,Denmark_2022
Djibouti,Annual average inflation (consumer prices) rate,2022,5.2,Djibouti_2022
Dominica,Annual average inflation (consumer prices) rate,2022,6.8,Dominica_2022
Dominican Republic,Annual average inflation (consumer prices) rate,2022,8.8,Dominican Republic_2022
Ecuador,Annual average inflation (consumer prices) rate,2022,3.5,Ecuador_2022
Egypt,Annual average inflation (consumer prices) rate,2022,8.5,Egypt_2022
El Salvador,Annual average inflation (consumer prices) rate,2022,7.2,El Salvador_2022
Equatorial Guinea,Annual average inflation (consumer prices) rate,2022,4.9,Equatorial Guinea_2022
Eritrea,Annual average inflation (consumer prices) rate,2022,,Eritrea_2022
Estonia,Annual average inflation (consumer prices) rate,2022,19.4,Estonia_2022
Eswatini,Annual average inflation (consumer prices) rate,2022,4.8,Eswatini_2022
Ethiopia,Annual average inflation (consumer prices) rate,2022,33.9,Ethiopia_2022
Fiji,Annual average inflation (consumer prices) rate,2022,4.3,Fiji_2022
Finland,Annual average inflation (consumer prices) rate,2022,7.2,Finland_2022
France,Annual average inflation (consumer prices) rate,2022,5.9,France_2022
Gabon,Annual average inflation (consumer prices) rate,2022,4.3,Gabon_2022
"Gambia, The",Annual average inflation (consumer prices) rate,2022,11.5,"Gambia, The_2022"
Georgia,Annual average inflation (consumer prices) rate,2022,11.9,Georgia_2022
Germany,Annual average inflation (consumer prices) rate,2022,8.7,Germany_2022
Ghana,Annual average inflation (consumer prices) rate,2022,31.9,Ghana_2022
Greece,Annual average inflation (consumer prices) rate,2022,9.3,Greece_2022
Grenada,Annual average inflation (consumer prices) rate,2022,2.6,Grenada_2022
Guatemala,Annual average inflation (consumer prices) rate,2022,6.9,Guatemala_2022
Guinea,Annual average inflation (consumer prices) rate,2022,10.5,Guinea_2022
Guinea-Bissau,Annual average inflation (consumer prices) rate,2022,7.9,Guinea-Bissau_2022
Guyana,Annual average inflation (consumer prices) rate,2022,6.5,Guyana_2022
Haiti,Annual average inflation (consumer prices) rate,2022,27.6,Haiti_2022
Honduras,Annual average inflation (consumer prices) rate,2022,9.1,Honduras_2022
Hong Kong SAR,Annual average inflation (consumer prices) rate,2022,1.9,Hong Kong SAR_2022
Hungary,Annual average inflation (consumer prices) rate,2022,14.5,Hungary_2022
Iceland,Annual average inflation (consumer prices) rate,2022,8.3,Iceland_2022
India,Annual average inflation (consumer prices) rate,2022,6.7,India_2022
Indonesia,Annual average inflation (consumer prices) rate,2022,4.2,Indonesia_2022
Iran,Annual average inflation (consumer prices) rate,2022,45.8,Iran_2022
Iraq,Annual average inflation (consumer prices) rate,2022,5.0,Iraq_2022
Ireland,Annual average inflation (consumer prices) rate,2022,8.1,Ireland_2022
Israel,Annual average inflation (consumer prices) rate,2022,4.4,Israel_2022
Italy,Annual average inflation (consumer prices) rate,2022,8.7,Italy_2022
Jamaica,Annual average inflation (consumer prices) rate,2022,10.3,Jamaica_2022
Japan,Annual average inflation (consumer prices) rate,2022,2.5,Japan_2022
Jordan,Annual average inflation (consumer prices) rate,2022,4.2,Jordan_2022
Kazakhstan,Annual average inflation (consumer prices) rate,2022,15.0,Kazakhstan_2022
Kenya,Annual average inflation (consumer prices) rate,2022,7.6,Kenya_2022
Kiribati,Annual average inflation (consumer prices) rate,2022,5.3,Kiribati_2022
"Korea, Republic of",Annual average inflation (consumer prices) rate,2022,5.1,"Korea, Republic of_2022"
Kosovo,Annual average inflation (consumer prices) rate,2022,11.7,Kosovo_2022
Kuwait,Annual average inflation (consumer prices) rate,2022,4.0,Kuwait_2022
Kyrgyz Republic,Annual average inflation (consumer prices) rate,2022,13.9,Kyrgyz Republic_2022
Lao P.D.R.,Annual average inflation (consumer prices) rate,2022,23.0,Lao P.D.R._2022
Latvia,Annual average inflation (consumer prices) rate,2022,17.2,Latvia_2022
Lebanon,Annual average inflation (consumer prices) rate,2022,171.2,Lebanon_2022
Lesotho,Annual average inflation (consumer prices) rate,2022,8.2,Lesotho_2022
Liberia,Annual average inflation (consumer prices) rate,2022,7.6,Liberia_2022
Libya,Annual average inflation (consumer prices) rate,2022,4.5,Libya_2022
Lithuania,Annual average inflation (consumer prices) rate,2022,18.9,Lithuania_2022
Luxembourg,Annual average inflation (consumer prices) rate,2022,8.1,Luxembourg_2022
Macao SAR,Annual average inflation (consumer prices) rate,2022,1.0,Macao SAR_2022
Madagascar,Annual average inflation (consumer prices) rate,2022,8.2,Madagascar_2022
Malawi,Annual average inflation (consumer prices) rate,2022,20.8,Malawi_2022
Malaysia,Annual average inflation (consumer prices) rate,2022,3.4,Malaysia_2022
Maldives,Annual average inflation (consumer prices) rate,2022,2.6,Maldives_2022
Mali,Annual average inflation (consumer prices) rate,2022,9.7,Mali_2022
Malta,Annual average inflation (consumer prices) rate,2022,6.1,Malta_2022
Marshall Islands,Annual average inflation (consumer prices) rate,2022,3.2,Marshall Islands_2022
Mauritania,Annual average inflation (consumer prices) rate,2022,9.6,Mauritania_2022
Mauritius,Annual average inflation (consumer prices) rate,2022,10.8,Mauritius_2022
Mexico,Annual average inflation (consumer prices) rate,2022,7.9,Mexico_2022
"Micronesia, Fed. States of",Annual average inflation (consumer prices) rate,2022,5.0,"Micronesia, Fed. States of_2022"
Moldova,Annual average inflation (consumer prices) rate,2022,28.6,Moldova_2022
Mongolia,Annual average inflation (consumer prices) rate,2022,15.2,Mongolia_2022
Montenegro,Annual average inflation (consumer prices) rate,2022,13.0,Montenegro_2022
Morocco,Annual average inflation (consumer prices) rate,2022,6.6,Morocco_2022
Mozambique,Annual average inflation (consumer prices) rate,2022,9.8,Mozambique_2022
Myanmar,Annual average inflation (consumer prices) rate,2022,16.2,Myanmar_2022
Namibia,Annual average inflation (consumer prices) rate,2022,6.1,Namibia_2022
Nauru,Annual average inflation (consumer prices) rate,2022,4.8,Nauru_2022
Nepal,Annual average inflation (consumer prices) rate,2022,6.3,Nepal_2022
Netherlands,Annual average inflation (consumer prices) rate,2022,11.6,Netherlands_2022
New Zealand,Annual average inflation (consumer prices) rate,2022,7.2,New Zealand_2022
Nicaragua,Annual average inflation (consumer prices) rate,2022,10.5,Nicaragua_2022
Niger,Annual average inflation (consumer prices) rate,2022,4.2,Niger_2022
Nigeria,Annual average inflation (consumer prices) rate,2022,18.8,Nigeria_2022
North Macedonia ,Annual average inflation (consumer prices) rate,2022,14.2,North Macedonia _2022
Norway,Annual average inflation (consumer prices) rate,2022,5.8,Norway_2022
Oman,Annual average inflation (consumer prices) rate,2022,2.8,Oman_2022
Pakistan,Annual average inflation (consumer prices) rate,2022,12.1,Pakistan_2022
Palau,Annual average inflation (consumer prices) rate,2022,13.2,Palau_2022
Panama,Annual average inflation (consumer prices) rate,2022,2.9,Panama_2022
Papua New Guinea,Annual average inflation (consumer prices) rate,2022,5.3,Papua New Guinea_2022
Paraguay,Annual average inflation (consumer prices) rate,2022,9.8,Paraguay_2022
Peru,Annual average inflation (consumer prices) rate,2022,7.9,Peru_2022
Philippines,Annual average inflation (consumer prices) rate,2022,5.8,Philippines_2022
Poland,Annual average inflation (consumer prices) rate,2022,14.4,Poland_2022
Portugal,Annual average inflation (consumer prices) rate,2022,8.1,Portugal_2022
Puerto Rico,Annual average inflation (consumer prices) rate,2022,5.9,Puerto Rico_2022
Qatar,Annual average inflation (consumer prices) rate,2022,5.0,Qatar_2022
Romania,Annual average inflation (consumer prices) rate,2022,13.8,Romania_2022
Russian Federation,Annual average inflation (consumer prices) rate,2022,13.8,Russian Federation_2022
Rwanda,Annual average inflation (consumer prices) rate,2022,13.9,Rwanda_2022
Saint Kitts and Nevis,Annual average inflation (consumer prices) rate,2022,2.7,Saint Kitts and Nevis_2022
Saint Lucia,Annual average inflation (consumer prices) rate,2022,6.4,Saint Lucia_2022
Saint Vincent and the Grenadines,Annual average inflation (consumer prices) rate,2022,5.7,Saint Vincent and the Grenadines_2022
Samoa,Annual average inflation (consumer prices) rate,2022,8.7,Samoa_2022
San Marino,Annual average inflation (consumer prices) rate,2022,5.3,San Marino_2022
Saudi Arabia,Annual average inflation (consumer prices) rate,2022,2.5,Saudi Arabia_2022
Senegal,Annual average inflation (consumer prices) rate,2022,9.7,Senegal_2022
Serbia,Annual average inflation (consumer prices) rate,2022,12.0,Serbia_2022
Seychelles,Annual average inflation (consumer prices) rate,2022,2.6,Seychelles_2022
Sierra Leone,Annual average inflation (consumer prices) rate,2022,27.2,Sierra Leone_2022
Singapore,Annual average inflation (consumer prices) rate,2022,6.1,Singapore_2022
Slovak Republic,Annual average inflation (consumer prices) rate,2022,12.1,Slovak Republic_2022
Slovenia,Annual average inflation (consumer prices) rate,2022,8.8,Slovenia_2022
Solomon Islands,Annual average inflation (consumer prices) rate,2022,5.5,Solomon Islands_2022
Somalia,Annual average inflation (consumer prices) rate,2022,6.8,Somalia_2022
